race,age,engnat,gender,hand,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10
1,17,1,1,1,4,4,3,3,3,2,3,2,4,3
13,38,2,1,1,3,3,4,4,4,1,5,4,3,1
3,17,1,1,1,4,2,5,2,5,2,5,2,5,2
3,27,2,2,1,4,2,4,4,2,4,2,3,2,4
3,17,1,2,1,2,4,2,4,4,4,1,4,2,5
11,24,1,2,1,2,3,3,3,3,3,3,4,2,3
3,18,1,2,1,1,3,2,4,2,3,1,5,1,5
3,29,1,1,1,1,4,2,4,2,4,1,5,1,4
1,36,1,2,1,4,1,4,2,5,1,5,3,5,1
13,23,2,2,1,4,4,4,2,4,2,4,3,5,4
3,20,2,1,1,5,2,5,2,4,1,2,5,5,4
3,35,2,1,1,1,5,3,3,2,4,3,5,2,4
8,26,1,1,1,2,4,3,3,3,2,3,5,1,4
13,62,1,2,1,4,3,3,2,3,3,2,5,3,5
4,23,2,2,1,5,2,3,4,1,1,1,5,3,4
3,47,2,1,2,4,1,3,3,3,1,3,5,1,3
4,26,1,2,1,1,4,2,5,2,4,1,5,1,5
11,17,1,1,1,2,4,3,4,3,4,4,4,2,4
3,40,2,2,2,2,3,5,3,4,1,4,4,2,2
4,18,2,2,1,1,1,3,3,3,1,1,3,3,5
11,17,2,2,1,1,3,4,4,3,3,1,4,2,3
0,50,2,2,1,1,2,3,4,3,2,1,4,4,3
3,21,1,1,1,3,2,3,2,3,2,2,4,3,4
4,32,2,2,1,1,3,4,3,1,4,1,5,5,2
6,39,1,2,1,4,2,4,2,5,1,4,2,4,2
3,17,1,1,2,5,2,1,5,1,4,5,5,1,5
11,16,1,1,1,2,4,2,5,2,4,1,1,2,5
3,20,2,2,1,1,3,3,3,3,3,3,5,1,4
4,22,2,2,1,2,4,2,4,2,4,2,4,2,4
3,40,2,2,2,3,3,5,3,4,1,4,3,3,2
3,26,2,1,1,3,3,4,4,2,1,2,5,1,5
3,60,1,1,1,3,3,4,4,4,4,4,3,4,4
13,36,2,2,2,2,3,3,4,3,2,1,4,1,3
11,25,2,2,1,2,3,3,4,3,2,4,3,2,5
1,39,1,2,1,2,5,2,4,3,4,1,3,4,5
3,49,2,2,2,4,1,5,1,5,1,4,1,5,1
4,19,2,1,1,3,1,2,3,4,2,4,2,1,3
3,22,1,1,0,1,5,1,4,1,5,1,5,2,4
3,25,2,1,1,4,3,3,3,3,1,3,3,3,3
11,16,2,1,1,4,3,5,5,5,3,3,2,3,5
3,41,1,1,1,3,2,5,3,5,2,4,3,4,3
1,24,2,2,1,5,1,4,4,4,1,5,2,4,1
3,27,2,1,1,3,2,3,2,5,2,4,2,4,2
13,23,1,2,1,4,4,3,4,5,3,1,3,5,5
3,25,1,1,1,5,1,5,1,4,1,5,1,1,3
13,17,1,2,1,5,5,5,4,1,5,3,5,1,5
3,20,1,2,2,3,3,4,3,3,3,3,3,3,3
11,20,2,1,1,2,4,4,5,2,4,1,5,2,5
5,25,2,2,1,2,3,5,1,2,4,2,5,4,5
5,19,2,2,1,3,4,4,4,5,3,5,2,5,5
3,46,2,2,1,4,3,5,2,5,1,5,3,4,4
13,27,2,2,2,3,2,4,3,4,2,3,2,3,3
11,31,2,2,1,2,3,4,2,4,2,3,4,3,3
11,17,2,1,1,2,2,4,4,2,1,2,4,2,5
3,18,2,1,1,5,1,5,1,5,1,5,1,5,2
3,24,2,2,2,3,5,2,3,1,3,2,2,2,5
13,26,2,1,1,5,5,5,3,1,3,1,5,3,5
3,24,2,1,1,5,1,5,1,5,1,3,1,5,1
3,33,2,2,1,1,4,1,5,4,2,1,5,1,5
4,19,2,2,1,1,2,1,3,5,4,1,1,3,5
13,18,1,1,1,3,5,4,3,2,4,5,4,2,5
11,34,2,2,1,1,4,3,4,2,4,2,4,2,4
4,17,2,1,1,1,1,1,5,1,5,1,1,5,5
3,20,2,1,1,1,4,2,4,2,5,4,3,1,5
3,23,2,2,1,1,2,1,5,3,3,1,3,3,5
13,39,1,1,1,3,3,5,1,4,1,4,3,3,1
3,24,2,2,1,2,1,4,2,4,2,4,3,4,2
3,23,1,1,1,4,1,5,1,5,1,4,2,4,1
13,20,2,2,1,2,1,4,3,4,1,3,1,1,3
3,29,2,2,1,2,4,3,4,1,4,1,4,3,4
11,17,2,2,1,2,3,4,4,4,3,4,4,2,3
11,18,2,2,1,2,5,1,4,1,2,1,3,2,2
3,24,2,2,1,3,3,4,2,4,2,4,2,5,2
3,26,2,2,1,3,5,5,3,5,1,3,1,5,3
3,31,2,1,1,2,2,4,3,4,2,3,3,4,3
6,28,1,2,1,3,2,4,2,5,1,4,3,5,3
1,21,1,1,1,1,4,4,4,2,3,2,3,4,4
11,20,2,2,2,2,2,2,5,2,2,1,5,1,5
11,17,2,2,1,2,1,4,4,5,3,4,4,2,4
12,40,2,1,1,1,4,5,4,5,1,1,3,5,3
11,31,2,2,1,3,1,4,5,5,2,3,3,5,3
3,25,2,1,3,2,4,4,4,4,1,2,4,3,4
11,52,2,2,1,3,3,3,3,4,1,1,2,3,3
1,43,2,2,2,3,4,3,3,3,2,3,2,1,2
11,42,1,2,1,5,1,5,5,5,1,3,1,5,5
13,23,2,2,1,1,5,1,5,1,5,1,3,1,5
1,22,1,2,1,3,1,3,2,4,1,2,3,2,4
11,24,2,2,2,1,3,3,5,3,3,1,3,5,5
4,18,1,1,3,5,2,1,1,3,3,3,2,3,5
4,16,2,2,1,2,2,2,2,4,1,1,4,1,4
11,15,2,1,2,3,2,3,3,2,3,3,2,4,5
3,18,2,1,1,1,3,3,5,4,2,2,5,2,5
13,18,2,1,1,3,5,2,5,2,4,1,4,1,5
3,34,1,1,1,3,2,4,2,4,2,5,3,4,2
4,15,2,2,1,2,3,3,4,5,4,5,1,5,5
6,43,1,2,1,3,1,5,1,5,1,4,1,5,2
3,22,1,2,1,1,1,3,4,5,2,5,4,4,2
3,17,1,1,1,1,2,4,5,4,1,1,3,4,4
1,22,2,2,1,4,1,2,5,2,2,2,2,5,5
4,26,1,2,1,4,1,4,2,5,2,4,3,4,2
1,22,1,2,1,1,5,2,3,2,5,1,3,1,4
13,23,2,1,1,1,3,5,4,3,1,3,1,5,5
3,34,1,2,1,1,5,2,4,1,3,1,5,1,5
3,36,1,2,1,3,2,2,3,4,1,2,5,2,3
3,19,1,2,1,3,1,5,2,5,1,5,2,5,1
1,17,1,1,2,3,3,4,3,4,2,4,2,4,3
3,28,1,1,1,2,2,2,4,1,1,1,4,4,5
3,23,2,1,1,3,4,3,4,4,2,5,4,4,2
3,21,1,1,1,3,4,5,2,4,2,3,4,3,2
3,33,1,2,1,3,2,5,2,5,1,5,2,4,2
3,31,1,2,1,1,4,3,4,2,1,1,3,2,5
13,24,1,2,1,3,1,5,1,5,1,5,5,5,5
3,38,2,1,1,2,3,3,3,3,2,2,4,4,4
11,23,2,2,1,1,5,2,4,1,5,1,2,2,4
13,27,1,2,1,2,4,4,3,4,2,3,4,3,3
3,19,1,2,1,3,1,4,2,5,2,4,3,4,2
3,35,1,2,1,3,2,4,3,4,2,4,3,4,3
1,21,1,2,2,4,1,3,2,5,2,3,2,5,1
3,17,1,1,1,1,4,2,5,2,5,1,5,1,5
13,15,1,1,1,1,5,2,5,1,5,1,4,1,5
3,26,1,1,1,2,3,2,4,2,2,2,4,1,5
3,39,2,2,1,4,2,4,3,5,1,3,2,3,4
1,16,1,2,1,1,5,1,5,1,5,1,5,1,5
13,24,1,2,1,5,2,5,1,5,1,5,4,5,2
3,29,2,1,1,1,5,2,4,2,4,1,4,2,5
3,17,1,1,1,2,5,1,5,1,5,1,5,2,5
3,67,1,2,1,3,1,4,1,5,1,3,3,3,2
1,18,1,1,1,5,1,5,1,5,1,5,1,5,3
3,24,2,2,1,4,1,5,1,5,2,5,4,2,1
3,36,1,1,1,2,3,3,3,3,3,2,2,4,4
3,75,1,2,1,3,2,3,3,4,2,4,3,4,4
13,26,2,1,1,3,3,5,3,4,2,3,2,3,5
3,27,1,1,1,3,3,4,4,2,2,4,3,4,4
1,16,2,2,1,1,3,1,4,2,3,1,1,1,5
5,27,2,1,1,4,1,4,1,4,1,5,2,5,2
1,40,1,2,1,3,2,5,2,3,2,3,5,1,3
13,13,2,2,1,3,1,5,1,5,1,3,1,5,1
3,41,1,2,1,3,2,5,2,5,1,5,3,3,1
3,42,2,1,1,1,4,3,3,2,2,1,5,1,5
13,21,2,1,1,2,3,2,2,4,2,3,2,3,4
3,35,1,2,1,5,1,5,1,5,1,5,1,5,1
13,21,2,2,1,4,3,4,2,4,2,3,4,4,4
3,36,1,2,1,3,3,5,2,5,2,4,2,4,3
1,20,1,2,3,5,2,3,2,3,1,5,2,5,2
3,33,1,1,1,1,2,5,3,5,2,3,3,5,3
1,25,1,2,1,3,2,5,3,5,2,3,3,3,2
3,47,1,1,1,2,5,4,4,1,4,4,5,1,5
3,23,2,2,1,3,1,5,2,5,2,5,2,5,2
3,43,1,2,1,4,2,4,1,3,2,3,2,4,2
13,19,2,2,1,3,2,3,3,3,3,2,1,4,5
3,15,1,2,1,1,4,1,4,3,2,2,4,3,5
3,50,1,2,1,3,1,4,2,4,2,4,3,4,3
11,22,2,2,1,1,4,1,5,1,3,1,5,1,5
3,35,1,1,1,3,1,4,2,5,2,4,4,3,3
13,16,1,1,1,2,4,3,4,2,1,1,3,2,4
3,22,2,2,1,3,3,3,3,3,2,3,2,4,4
4,38,1,2,1,3,3,3,1,5,2,5,2,5,3
3,52,1,2,1,4,2,5,2,5,1,5,5,2,1
13,16,2,2,1,5,1,4,2,5,1,5,3,5,4
3,16,1,1,1,1,5,2,5,2,4,1,5,1,5
3,42,2,0,1,4,2,4,2,4,2,4,3,2,3
13,31,2,1,1,5,5,3,5,3,5,2,2,4,4
3,15,1,2,1,2,4,2,4,3,2,2,4,2,5
1,14,1,2,1,2,4,2,5,1,4,2,4,4,5
4,23,2,1,1,1,4,2,3,3,4,1,4,2,4
3,23,2,2,1,5,3,4,3,4,1,4,2,5,3
3,59,1,2,1,1,3,4,4,1,3,4,3,2,4
3,17,1,1,1,2,4,5,5,4,2,5,5,2,4
3,58,2,2,1,2,2,5,2,4,2,2,3,3,3
5,27,2,2,1,2,3,5,3,4,2,4,4,4,3
3,21,1,1,1,2,5,2,5,2,5,2,5,2,5
3,25,1,2,1,5,1,5,1,5,1,4,1,5,2
3,44,2,2,1,4,1,3,2,5,1,3,3,4,4
13,16,1,2,1,1,3,3,4,3,1,1,5,1,4
3,23,2,2,1,3,2,5,3,4,3,4,3,4,2
3,20,1,2,1,3,3,4,4,5,3,5,2,2,4
1,14,2,2,1,1,3,1,4,2,1,2,5,1,5
3,29,1,2,1,3,2,4,2,4,2,2,5,2,3
9,40,1,2,1,2,3,5,3,5,1,3,4,3,3
3,20,1,1,1,4,4,4,4,3,3,4,2,5,4
3,16,1,1,1,1,5,1,5,2,4,1,5,3,5
3,27,1,1,2,4,5,3,5,3,5,3,5,1,5
3,49,1,2,1,3,4,4,2,4,2,3,2,5,3
11,17,1,2,1,2,3,2,3,1,2,1,2,4,5
3,21,1,2,1,1,5,1,5,1,3,1,5,1,5
11,22,2,1,1,1,4,3,3,5,2,1,4,2,5
11,19,2,2,1,2,1,3,4,3,2,1,3,4,5
3,18,1,1,1,1,5,1,5,1,5,1,5,1,5
4,13,1,2,1,1,5,1,5,1,5,5,5,1,5
3,54,1,2,1,3,3,3,4,3,3,3,4,4,4
3,21,1,2,1,3,2,3,2,4,2,3,2,4,2
3,23,1,2,2,1,3,5,3,5,1,3,5,1,3
13,38,1,1,1,4,3,5,2,4,2,4,2,4,2
3,35,1,2,1,2,4,2,4,2,2,2,5,2,4
3,16,1,1,2,4,2,4,2,4,2,4,1,5,2
3,59,1,2,1,2,4,4,2,4,1,4,3,5,2
6,15,1,2,1,2,2,3,3,3,2,3,3,2,4
3,15,1,2,1,4,2,5,2,3,1,5,1,5,2
3,33,1,2,1,1,3,4,3,3,2,2,2,4,4
3,19,1,1,1,2,4,2,5,1,4,1,5,3,5
3,25,1,1,1,2,4,3,4,1,3,3,4,3,5
3,19,1,2,1,1,2,1,4,1,1,1,4,2,5
3,22,1,2,1,3,2,4,2,5,2,2,3,5,3
6,62,1,1,1,3,2,3,3,3,3,3,2,4,4
3,17,1,3,3,1,2,2,3,1,4,1,4,1,4
11,15,1,2,2,4,4,2,5,3,1,3,4,1,5
3,52,1,1,1,3,1,1,5,5,2,2,5,2,5
4,28,2,2,1,3,2,5,2,5,2,5,2,2,3
3,33,1,1,1,2,4,4,3,3,2,2,5,4,4
4,20,2,1,1,3,3,4,4,4,4,3,4,4,2
13,26,2,2,1,1,3,2,4,1,4,1,3,1,5
3,30,1,2,1,4,1,4,2,4,2,4,2,3,2
13,27,1,1,2,3,4,5,3,3,2,3,2,2,5
3,21,1,1,1,1,5,5,5,1,1,1,5,1,5
3,18,1,1,1,1,5,1,5,1,4,1,1,1,4
3,19,1,2,2,2,3,3,4,4,3,4,5,3,3
11,25,2,2,1,3,5,3,4,3,5,1,3,5,5
3,46,1,2,1,1,4,2,4,2,4,1,5,1,5
3,23,2,2,2,3,3,2,4,5,3,1,2,4,4
1,20,1,2,1,1,3,2,4,2,5,1,5,1,5
3,36,1,1,1,3,2,4,3,4,2,3,4,2,3
3,31,1,1,1,1,5,1,5,1,5,1,5,1,5
13,15,2,2,1,1,2,3,1,1,2,1,1,5,4
4,28,2,2,1,5,4,5,1,5,5,4,3,5,5
4,13,2,1,1,1,1,1,3,4,4,3,4,3,4
13,21,2,2,1,2,2,4,2,5,2,4,2,4,2
13,28,2,1,1,2,3,3,3,4,5,3,4,2,5
4,15,2,1,1,5,1,4,1,4,1,2,5,5,2
4,25,2,2,1,3,2,3,4,4,2,2,3,3,5
1,27,1,1,1,2,4,2,4,4,2,4,5,2,5
3,25,1,2,1,3,2,5,2,5,1,4,2,4,3
1,29,2,1,1,3,4,3,4,3,3,2,2,3,5
3,34,1,1,1,1,3,2,3,2,2,2,3,2,5
11,18,2,2,1,3,2,3,4,4,2,4,3,2,5
3,33,1,2,1,2,4,4,3,3,3,3,4,3,3
3,46,1,2,1,3,2,4,3,4,2,2,2,5,3
3,30,2,1,1,1,3,2,4,4,3,4,5,2,4
13,48,2,2,1,4,5,4,4,3,4,5,4,5,5
3,21,1,3,3,1,5,3,4,2,5,1,5,1,4
3,45,2,2,1,3,2,5,3,5,1,4,3,3,2
11,15,2,2,1,2,4,4,3,4,4,2,3,2,4
5,25,2,1,1,1,5,1,3,2,5,1,4,1,4
5,29,2,1,1,2,3,5,2,5,4,3,2,5,5
3,48,1,1,1,3,1,3,2,5,1,3,1,5,2
4,17,2,2,0,2,3,3,3,5,2,1,3,5,5
4,32,2,1,1,5,4,3,2,4,4,5,3,5,5
3,37,1,1,1,1,5,2,5,2,4,1,5,1,5
11,16,2,2,1,3,2,4,3,4,3,3,4,1,5
11,16,2,2,1,3,2,4,2,5,2,2,3,4,3
4,20,2,2,1,2,2,3,4,4,2,3,3,4,5
3,19,2,2,1,5,1,4,1,5,1,4,5,2,2
4,1982,2,2,1,5,3,4,1,4,5,1,2,5,5
3,24,2,1,1,2,3,2,4,2,3,2,3,3,4
3,58,1,2,1,2,4,4,2,5,2,3,4,3,3
4,21,2,2,1,3,1,5,1,5,1,5,1,5,2
11,19,2,2,1,1,4,2,5,1,5,1,5,1,5
3,15,1,1,1,1,4,2,3,1,3,1,4,4,5
1,49,1,1,2,2,3,5,3,5,3,5,2,5,1
11,21,2,2,1,3,1,5,3,5,1,3,2,4,1
4,14,2,2,1,3,5,3,4,2,5,1,1,5,5
13,27,2,1,1,4,1,3,2,5,2,3,3,4,2
3,16,2,1,1,3,5,2,3,1,5,1,4,2,5
13,29,1,2,2,2,3,3,5,1,3,1,5,1,5
8,38,2,2,1,4,1,4,2,4,2,3,4,2,2
3,19,2,2,1,2,3,4,3,3,3,2,4,3,4
4,15,1,1,1,5,1,5,3,5,1,5,1,5,2
3,29,1,2,1,2,1,4,3,4,1,3,2,3,3
1,51,1,2,1,2,1,2,3,5,1,1,4,4,5
11,14,2,2,1,3,3,2,2,3,3,1,1,2,5
3,32,2,1,1,1,5,1,5,1,1,1,5,1,5
10,50,2,1,1,2,2,3,4,4,2,4,4,5,2
3,34,1,2,2,1,4,1,5,1,4,1,5,1,5
11,14,1,1,1,1,5,4,3,4,3,1,1,5,5
11,23,2,2,1,2,4,5,5,3,2,2,3,4,2
3,32,1,2,1,4,2,5,3,4,2,2,4,4,3
11,22,2,2,1,4,1,5,2,5,1,4,4,5,1
4,28,2,1,1,3,1,5,2,5,1,4,4,5,2
3,26,1,2,1,4,3,5,2,4,2,5,3,4,3
3,20,2,2,1,3,1,3,2,3,1,1,4,2,3
1,19,1,2,1,3,3,5,4,5,3,4,4,5,5
4,22,2,2,1,3,3,3,4,5,5,1,4,3,3
3,54,1,1,0,1,2,1,5,2,4,1,5,2,5
3,28,1,2,1,3,3,4,3,4,3,5,2,4,3
6,33,1,2,2,1,3,2,4,2,3,1,4,2,5
3,36,1,2,2,4,1,4,2,5,1,4,5,4,2
4,21,2,1,1,1,4,2,3,3,4,2,4,4,4
3,28,1,1,1,3,1,3,2,4,2,4,3,4,2
6,47,1,1,1,2,3,4,4,4,3,2,5,1,4
13,28,2,2,1,3,1,3,5,1,2,1,1,5,3
3,21,1,2,1,2,4,2,4,1,4,2,4,2,5
11,18,2,1,1,1,3,4,4,5,2,2,4,3,4
3,21,2,1,2,1,4,2,4,3,2,2,5,2,5
3,31,2,1,1,3,2,3,3,3,2,3,2,5,4
4,20,2,2,1,3,5,3,3,2,5,3,2,5,5
3,15,1,2,1,2,4,3,4,3,4,2,4,2,4
5,20,1,1,1,1,5,1,5,1,4,1,5,5,5
3,33,1,2,1,4,1,4,2,5,1,5,2,5,1
3,20,1,1,1,3,1,4,2,4,2,3,5,4,2
1,41,1,1,1,3,5,4,3,5,1,5,3,5,5
9,30,2,1,1,3,4,1,5,2,2,1,5,2,5
1,50,2,2,1,3,1,5,2,5,1,4,3,4,3
3,33,1,2,1,3,4,4,4,4,3,3,5,2,4
1,17,1,2,1,4,1,4,1,5,1,5,2,5,3
3,30,2,1,1,4,3,4,3,3,2,5,2,4,2
1,41,1,1,1,3,5,4,5,5,2,5,2,5,5
4,28,2,1,1,1,1,5,5,5,5,1,5,1,5
3,25,1,2,1,2,3,4,4,2,2,2,4,1,4
3,27,2,2,1,4,1,5,3,5,1,5,3,5,1
4,23,2,1,1,2,3,1,3,5,2,2,2,2,1
13,22,1,1,1,4,2,5,1,5,1,5,2,5,2
3,34,2,2,1,1,4,2,4,2,1,1,4,1,5
3,48,2,2,1,5,1,5,3,5,1,5,3,3,1
3,41,2,1,1,3,3,4,3,3,1,4,4,3,2
3,20,2,2,1,3,1,5,1,5,2,4,2,5,2
4,17,2,2,1,3,4,3,3,3,3,3,2,2,4
3,69,2,2,1,2,2,4,3,4,2,3,3,3,3
13,31,1,1,2,1,3,3,3,2,3,3,2,3,3
13,22,1,1,0,5,1,5,2,5,1,5,1,5,1
13,18,2,2,1,4,3,4,3,3,2,4,2,5,5
3,46,1,2,2,4,2,5,4,5,4,4,2,4,1
1,17,1,2,1,3,3,2,4,4,2,4,2,4,5
3,19,2,1,1,3,2,4,2,5,2,1,1,5,2
13,20,1,2,1,4,3,3,3,3,2,3,5,2,5
3,19,2,1,1,4,4,2,4,3,2,3,4,3,4
3,15,1,1,2,2,2,4,3,3,1,2,3,3,4
3,26,1,2,1,4,3,5,2,5,2,4,3,4,3
3,42,1,2,1,3,2,4,4,4,2,3,4,2,3
3,20,1,2,1,4,2,4,3,4,1,5,4,3,4
3,38,2,1,1,1,1,2,4,2,4,3,4,4,5
9,14,1,2,1,3,1,5,2,5,2,5,2,5,3
3,28,2,2,1,1,4,2,4,4,2,1,3,3,3
3,22,2,2,3,2,5,2,5,4,1,2,4,2,2
1,46,1,1,1,3,5,1,3,3,4,2,5,2,5
5,35,1,2,1,1,5,5,5,5,4,1,4,3,3
3,22,1,2,1,1,4,2,4,4,4,2,4,2,4
3,28,2,1,2,3,3,3,3,3,2,2,3,4,4
13,27,2,2,1,4,4,3,3,2,1,3,2,5,3
11,15,1,2,1,4,3,4,5,4,4,3,3,3,3
3,16,1,2,1,3,3,3,3,4,3,2,3,2,4
3,20,1,2,1,1,5,2,5,2,5,1,5,1,5
3,40,1,2,2,2,2,4,3,4,1,4,5,2,2
3,46,1,2,1,4,1,5,1,5,1,5,2,5,1
13,35,1,2,1,1,3,4,3,5,2,2,4,1,2
3,17,1,1,3,2,1,5,4,4,2,4,4,2,4
11,16,1,1,1,2,2,4,3,2,2,2,2,5,3
5,16,2,2,1,5,1,5,5,3,2,5,3,3,1
3,34,1,1,1,3,3,2,5,2,3,1,5,1,5
3,18,2,2,1,1,4,2,5,1,4,1,3,3,4
13,14,1,2,1,5,1,4,2,5,1,4,2,5,2
3,31,1,2,1,4,3,2,3,4,2,3,2,5,4
1,58,2,2,1,2,2,3,2,2,1,4,2,3,4
3,33,1,2,1,3,1,1,3,3,2,4,4,3,3
3,20,2,1,1,1,5,5,5,2,1,1,5,1,5
13,38,2,1,1,2,4,4,2,3,3,1,1,5,5
3,18,1,1,2,3,2,5,4,2,3,2,3,5,5
1,23,1,2,1,3,1,5,1,5,1,5,3,3,2
3,27,1,2,1,4,3,3,4,3,1,5,4,2,4
3,46,1,2,1,4,1,4,3,5,1,4,2,4,4
3,50,1,2,1,1,3,3,4,4,3,2,3,2,3
5,32,2,1,1,3,2,5,3,4,2,5,1,3,2
3,16,1,2,2,3,1,4,2,5,2,5,4,4,3
3,16,1,1,1,1,4,3,4,1,2,1,4,2,4
3,31,1,2,1,5,1,4,1,4,1,5,1,5,2
3,33,1,1,2,3,1,5,1,5,1,5,5,3,1
3,39,1,2,1,3,2,5,1,5,1,3,2,4,2
13,13,1,2,1,5,1,5,1,5,1,5,1,5,1
3,66,1,2,1,1,3,4,3,4,3,3,4,1,5
3,62,1,1,1,3,2,3,3,3,2,2,3,4,4
3,17,1,2,1,5,2,4,2,4,2,4,2,4,5
3,18,1,1,1,1,3,2,5,2,3,1,4,3,5
11,18,2,2,1,4,3,2,2,3,2,2,1,1,4
0,16,1,2,1,4,5,1,4,1,4,1,5,1,5
4,20,2,1,1,3,1,5,2,5,2,3,1,5,4
1,17,2,2,1,5,1,1,3,4,4,5,3,4,5
3,19,1,2,1,2,3,4,5,5,2,5,4,2,4
3,24,1,2,1,4,2,4,4,4,2,3,4,2,5
10,15,2,2,1,4,1,5,2,5,2,5,3,3,2
3,21,1,2,1,2,2,4,4,4,2,2,5,2,4
11,21,2,2,1,1,3,4,2,4,2,1,5,1,5
11,17,2,2,3,1,5,1,1,2,5,1,1,5,5
4,22,2,2,1,3,3,3,3,2,4,3,3,3,3
13,19,1,1,1,4,1,5,2,5,1,5,3,5,3
11,17,1,2,1,3,1,5,1,5,2,4,2,3,2
3,16,1,1,1,4,2,5,2,5,2,5,3,5,2
1,38,1,1,1,3,3,2,3,3,2,2,3,5,2
3,26,1,2,1,1,3,1,5,2,3,1,5,1,5
13,19,2,2,1,1,2,1,5,3,4,1,1,5,4
0,36,1,2,1,3,3,2,4,2,2,2,3,3,5
11,22,2,2,1,5,5,4,3,5,1,5,4,3,2
3,19,2,1,1,1,3,4,4,2,2,2,2,4,4
11,26,2,2,1,1,1,3,2,5,2,4,3,4,2
6,16,1,2,2,1,3,2,4,3,2,1,5,1,5
3,43,1,2,1,3,3,3,4,4,5,4,4,5,4
11,32,1,2,1,2,4,4,4,2,4,3,5,2,4
11,27,2,2,1,3,4,4,4,3,4,4,3,4,4
13,34,2,2,1,5,1,5,2,5,1,4,2,5,5
3,22,1,2,1,1,4,2,5,2,2,1,4,2,5
0,27,1,2,1,1,3,3,2,4,1,5,4,1,2
3,13,1,2,1,4,2,2,3,5,1,3,3,4,3
13,24,1,2,1,4,1,5,1,5,1,5,3,5,1
11,21,2,1,1,1,4,2,4,2,4,2,5,1,5
13,43,2,2,1,3,2,3,3,3,3,3,4,4,4
3,27,2,1,1,3,1,5,2,4,1,1,2,5,4
4,36,2,1,1,1,4,5,2,3,2,2,3,5,2
11,21,2,2,1,2,2,4,4,4,2,4,2,4,3
13,24,2,2,2,1,5,1,5,1,5,1,5,1,5
11,1995,2,2,1,3,2,3,3,4,1,3,1,5,4
3,38,1,2,1,2,3,3,3,3,2,1,3,3,5
3,23,1,2,1,3,3,3,3,4,2,3,2,2,4
13,26,1,2,1,1,4,3,4,2,4,3,5,1,3
3,24,1,2,1,1,4,2,5,2,4,1,5,1,5
4,21,2,2,1,3,1,2,3,4,2,3,3,3,3
11,18,2,1,1,3,1,4,4,5,2,2,4,2,5
3,23,2,2,1,3,2,3,4,2,2,2,4,2,5
9,28,2,2,1,3,3,5,3,4,2,3,3,2,4
3,41,2,1,1,3,5,3,4,2,4,3,1,4,5
11,18,2,2,1,5,1,5,3,5,1,5,2,5,2
13,15,2,2,3,1,2,5,3,5,4,3,1,5,5
11,19,1,2,1,1,3,5,4,4,2,2,5,1,4
5,30,2,1,1,4,1,5,2,5,2,5,3,5,2
6,22,1,1,2,1,4,2,5,2,5,1,5,1,5
4,20,2,1,1,5,4,3,2,3,3,3,3,2,4
13,22,1,2,1,1,5,2,2,2,5,1,5,1,5
3,49,1,2,1,3,4,5,4,5,2,4,3,2,2
9,22,1,2,1,4,2,4,2,4,3,2,3,5,5
11,26,2,1,1,1,5,1,5,3,5,1,5,1,5
11,17,1,2,1,3,1,4,2,2,1,2,4,5,5
3,54,2,2,1,4,1,5,1,5,3,5,3,5,2
11,19,2,2,1,4,2,4,1,4,2,4,1,5,2
4,18,2,2,1,3,1,5,1,5,1,5,5,5,5
4,26,2,1,1,3,5,4,5,5,5,2,4,5,5
3,34,1,1,1,3,4,4,3,5,1,4,5,5,4
3,43,1,2,1,4,1,5,2,5,1,5,4,3,5
3,20,1,1,2,1,4,2,5,1,2,1,5,2,5
3,21,2,1,1,1,3,1,5,1,5,1,5,1,4
3,22,1,2,1,2,1,5,2,5,1,2,5,3,4
4,20,2,1,2,3,3,4,2,3,3,3,3,5,3
3,17,1,2,1,2,3,3,3,3,2,1,4,1,4
11,27,1,1,1,5,5,5,4,5,1,4,3,5,3
13,19,2,2,1,4,2,3,4,4,1,3,5,1,2
3,15,1,2,1,2,1,2,4,3,1,3,3,3,5
3,40,1,2,2,1,1,5,5,5,1,1,5,1,1
3,21,2,1,1,1,4,3,4,2,4,1,3,3,4
1,24,2,2,1,3,1,5,3,5,4,4,3,1,1
13,45,2,2,1,1,1,3,5,1,3,1,5,1,5
5,18,1,1,1,3,4,3,4,2,4,2,4,2,4
13,45,1,1,1,1,3,2,5,3,2,2,5,1,4
4,23,2,1,1,3,4,2,5,3,4,2,4,4,5
3,36,1,1,1,2,4,4,3,4,3,4,3,2,4
4,17,2,1,1,1,1,3,3,5,5,1,3,5,1
1,21,1,1,2,2,4,3,5,2,4,2,5,2,4
6,43,1,2,1,4,2,4,2,3,3,1,2,4,3
11,20,2,2,1,2,4,2,4,4,2,2,4,2,4
13,71,1,1,1,1,2,5,4,5,1,5,5,1,1
11,25,2,1,1,4,3,4,3,3,3,3,3,5,5
4,23,1,2,1,3,1,4,4,2,2,3,5,2,5
11,20,2,2,1,2,2,3,3,4,2,3,3,3,4
3,25,2,1,1,3,4,4,4,3,2,2,4,3,4
4,20,2,2,1,1,5,3,3,3,5,2,1,5,5
11,19,1,2,1,2,3,3,4,4,4,2,3,4,4
0,20,2,2,1,4,2,5,1,5,2,5,2,4,1
3,21,1,2,1,4,2,4,2,4,1,5,2,4,2
11,17,2,1,2,1,5,1,5,1,5,1,5,1,5
3,30,1,1,1,1,3,3,4,4,3,1,4,4,5
3,16,2,1,1,1,5,1,5,1,5,1,5,1,5
